Date,Open,High,Low,Close,Adj Close,Volume
2012-02-13,1489.910034,1491.040039,1470.119995,1482.329956,1482.329956,0
2012-02-14,1478.699951,1489.189941,1476.969971,1489.109985,1489.109985,0
2012-02-15,1493.180054,1502.959961,1482.400024,1485.109985,1485.109985,0
2012-02-16,1489.260010,1517.660034,1488.180054,1515.959961,1515.959961,0
2012-02-17,1518.130005,1518.540039,1496.310059,1500.219971,1500.219971,0
2012-02-21,1501.579956,1507.810059,1484.709961,1490.969971,1490.969971,0
2012-02-22,1492.479980,1501.689941,1487.339966,1489.310059,1489.310059,0
2012-02-23,1486.640015,1497.459961,1477.729980,1494.209961,1494.209961,0
2012-02-24,1500.079956,1503.449951,1493.280029,1495.390015,1495.390015,0
2012-02-27,1486.459961,1505.349976,1479.900024,1496.079956,1496.079956,0
2012-02-28,1498.050049,1511.310059,1496.089966,1505.939941,1505.939941,0
2012-02-29,1508.709961,1510.729980,1486.920044,1488.339966,1488.339966,0
2012-03-01,1493.770020,1499.310059,1486.800049,1497.050049,1497.050049,0
2012-03-02,1495.000000,1502.989990,1485.689941,1491.439941,1491.439941,0
2012-03-05,1487.290039,1487.599976,1462.890015,1468.890015,1468.890015,0
2012-03-06,1453.510010,1458.729980,1441.619995,1449.439941,1449.439941,0
2012-03-07,1455.339966,1469.280029,1452.819946,1465.069946,1465.069946,0
2012-03-08,1476.530029,1484.650024,1471.890015,1481.089966,1481.089966,0
2012-03-09,1483.969971,1497.270020,1483.969971,1494.359985,1494.359985,0
2012-03-12,1492.150024,1494.790039,1481.880005,1488.979980,1488.979980,0
2012-03-13,1499.989990,1523.209961,1497.939941,1523.040039,1523.040039,0
2012-03-14,1523.339966,1528.739990,1508.609985,1515.010010,1515.010010,0
2012-03-15,1516.359985,1529.329956,1512.660034,1528.099976,1528.099976,0
2012-03-16,1530.890015,1532.859985,1523.819946,1529.579956,1529.579956,0
2012-03-19,1527.410034,1542.780029,1524.390015,1536.530029,1536.530029,0
2012-03-20,1524.349976,1531.640015,1516.760010,1529.560059,1529.560059,0
2012-03-21,1531.770020,1541.229980,1526.589966,1535.310059,1535.310059,0
2012-03-22,1524.160034,1534.310059,1521.569946,1530.439941,1530.439941,0
2012-03-23,1528.599976,1530.489990,1515.500000,1528.709961,1528.709961,0
2012-03-26,1538.800049,1554.449951,1536.449951,1554.439941,1554.439941,0
2012-03-27,1554.719971,1559.130005,1550.760010,1551.180054,1551.180054,0
2012-03-28,1550.619995,1554.290039,1529.410034,1539.680054,1539.680054,0
2012-03-29,1531.050049,1543.040039,1524.469971,1541.130005,1541.130005,0
2012-03-30,1550.000000,1550.329956,1533.260010,1545.290039,1545.290039,0
2012-04-02,1541.550049,1557.180054,1532.689941,1554.140015,1554.140015,0
2012-04-03,1550.579956,1553.349976,1532.280029,1540.300049,1540.300049,0
2012-04-04,1522.729980,1525.839966,1503.739990,1511.920044,1511.920044,0
2012-04-05,1505.599976,1513.199951,1505.069946,1511.910034,1511.910034,0
2012-04-09,1490.250000,1499.689941,1484.239990,1494.579956,1494.579956,0
2012-04-10,1491.319946,1501.010010,1465.579956,1468.680054,1468.680054,0
2012-04-11,1479.589966,1490.739990,1475.359985,1480.479980,1480.479980,0
2012-04-12,1484.719971,1504.660034,1483.750000,1502.319946,1502.319946,0
2012-04-13,1490.130005,1496.040039,1478.510010,1478.800049,1478.800049,0
2012-04-16,1490.500000,1490.500000,1465.339966,1476.640015,1476.640015,0
2012-04-17,1485.400024,1505.849976,1485.300049,1499.579956,1499.579956,0
2012-04-18,1491.780029,1500.550049,1488.310059,1494.939941,1494.939941,0
2012-04-19,1490.140015,1513.829956,1473.619995,1481.229980,1481.229980,0
2012-04-20,1476.939941,1479.530029,1462.500000,1462.699951,1462.699951,0
2012-04-23,1443.380005,1450.089966,1431.849976,1448.319946,1448.319946,0
2012-04-24,1446.829956,1447.369995,1428.239990,1433.189941,1433.189941,0
2012-04-25,1447.640015,1462.030029,1445.969971,1461.540039,1461.540039,0
2012-04-26,1467.189941,1483.319946,1466.410034,1479.699951,1479.699951,0
2012-04-27,1477.849976,1485.229980,1467.770020,1479.140015,1479.140015,0
2012-04-30,1476.569946,1480.439941,1472.760010,1476.819946,1476.819946,0
2012-05-01,1476.449951,1497.719971,1473.599976,1482.910034,1482.910034,0
2012-05-02,1473.790039,1485.430054,1469.439941,1483.089966,1483.089966,0
2012-05-03,1483.859985,1483.910034,1453.459961,1456.510010,1456.510010,0
2012-05-04,1444.260010,1444.540039,1420.160034,1422.229980,1422.229980,0
2012-05-07,1410.689941,1420.979980,1409.209961,1413.369995,1413.369995,0
2012-05-08,1404.439941,1412.010010,1382.310059,1407.829956,1407.829956,0
2012-05-09,1388.170044,1410.489990,1378.310059,1403.250000,1403.250000,0
2012-05-10,1408.229980,1408.369995,1381.859985,1389.069946,1389.069946,0
2012-05-11,1383.790039,1405.640015,1383.380005,1391.869995,1391.869995,0
2012-05-14,1379.489990,1394.219971,1376.739990,1384.359985,1384.359985,0
2012-05-15,1385.030029,1403.000000,1378.810059,1381.040039,1381.040039,0
2012-05-16,1385.560059,1390.180054,1362.209961,1362.410034,1362.410034,0
2012-05-17,1362.869995,1367.829956,1338.140015,1338.140015,1338.140015,0
2012-05-18,1338.770020,1342.849976,1308.599976,1311.219971,1311.219971,0
2012-05-21,1311.209961,1345.219971,1306.020020,1343.869995,1343.869995,0
2012-05-22,1342.500000,1346.459961,1329.089966,1337.569946,1337.569946,0
2012-05-23,1333.829956,1343.099976,1311.969971,1339.969971,1339.969971,0
2012-05-24,1337.180054,1337.810059,1308.810059,1317.589966,1317.589966,0
2012-05-25,1318.180054,1330.439941,1318.170044,1324.310059,1324.310059,0
2012-05-29,1330.599976,1349.819946,1329.689941,1342.479980,1342.479980,0
2012-05-30,1326.910034,1326.910034,1312.930054,1317.829956,1317.829956,0
2012-05-31,1316.020020,1316.050049,1293.609985,1306.369995,1306.369995,0
2012-06-01,1297.329956,1297.329956,1267.849976,1267.920044,1267.920044,0
2012-06-04,1267.949951,1283.719971,1257.869995,1272.140015,1272.140015,0
2012-06-05,1267.170044,1294.619995,1267.099976,1292.209961,1292.209961,0
2012-06-06,1300.170044,1331.369995,1300.170044,1331.369995,1331.369995,0
2012-06-07,1344.540039,1346.209961,1317.719971,1319.410034,1319.410034,0
2012-06-08,1315.199951,1334.069946,1310.770020,1332.420044,1332.420044,0
2012-06-11,1343.709961,1345.369995,1304.479980,1306.219971,1306.219971,0
2012-06-12,1308.739990,1329.280029,1306.310059,1328.780029,1328.780029,0
2012-06-13,1325.500000,1335.739990,1315.479980,1319.890015,1319.890015,0
2012-06-14,1321.060059,1323.699951,1306.579956,1318.869995,1318.869995,0
2012-06-15,1320.479980,1341.890015,1320.479980,1341.239990,1341.239990,0
2012-06-18,1341.239990,1355.869995,1330.119995,1350.599976,1350.599976,0
2012-06-19,1359.260010,1368.890015,1357.089966,1363.880005,1363.880005,0
2012-06-20,1364.130005,1372.729980,1355.800049,1365.810059,1365.810059,0
2012-06-21,1362.439941,1363.050049,1317.400024,1318.979980,1318.979980,0
2012-06-22,1321.770020,1337.310059,1321.770020,1335.380005,1335.380005,0
2012-06-25,1323.550049,1323.670044,1298.780029,1301.430054,1301.430054,0
2012-06-26,1305.270020,1312.939941,1296.530029,1306.869995,1306.869995,0
2012-06-27,1312.420044,1326.239990,1309.939941,1322.079956,1322.079956,0
2012-06-28,1322.079956,1322.079956,1288.829956,1305.270020,1305.270020,0
2012-06-29,1322.060059,1356.640015,1322.060059,1356.489990,1356.489990,0
2012-07-02,1358.930054,1360.099976,1343.020020,1349.750000,1349.750000,0
2012-07-03,1349.589966,1366.359985,1349.430054,1366.359985,1366.359985,0
2012-07-05,1363.140015,1368.489990,1349.770020,1361.969971,1361.969971,0
2012-07-06,1350.189941,1350.790039,1316.209961,1326.010010,1326.010010,0
2012-07-09,1324.150024,1327.459961,1305.699951,1310.579956,1310.579956,0
2012-07-10,1313.060059,1323.030029,1286.439941,1293.170044,1293.170044,0
2012-07-11,1293.540039,1302.619995,1276.439941,1285.550049,1285.550049,0
2012-07-12,1277.540039,1277.540039,1253.069946,1268.949951,1268.949951,0
2012-07-13,1269.839966,1287.930054,1269.839966,1285.780029,1285.780029,0
2012-07-16,1279.849976,1282.229980,1267.599976,1275.839966,1275.839966,0
2012-07-17,1282.430054,1282.770020,1255.310059,1277.810059,1277.810059,0
2012-07-18,1276.380005,1319.550049,1276.069946,1312.079956,1312.079956,0
2012-07-19,1317.489990,1333.770020,1316.969971,1328.939941,1328.939941,0
2012-07-20,1330.910034,1331.099976,1310.280029,1310.520020,1310.520020,0
2012-07-23,1285.449951,1295.479980,1269.160034,1290.680054,1290.680054,0
2012-07-24,1293.579956,1295.829956,1271.339966,1280.739990,1280.739990,0
2012-07-25,1289.500000,1306.969971,1288.660034,1295.560059,1295.560059,0
2012-07-26,1322.609985,1337.400024,1319.390015,1330.800049,1330.800049,0
2012-07-27,1334.160034,1363.729980,1329.530029,1360.760010,1360.760010,0
2012-07-30,1361.010010,1367.530029,1340.619995,1346.780029,1346.780029,0
2012-07-31,1344.959961,1358.130005,1344.410034,1346.000000,1346.000000,0
2012-08-01,1354.329956,1356.410034,1339.069946,1345.439941,1345.439941,0
2012-08-02,1331.890015,1354.790039,1327.699951,1337.900024,1337.900024,0
2012-08-03,1358.969971,1373.699951,1352.849976,1368.510010,1368.510010,0
2012-08-06,1376.630005,1388.199951,1375.630005,1382.229980,1382.229980,0
2012-08-07,1390.670044,1411.719971,1390.430054,1404.709961,1404.709961,0
2012-08-08,1401.979980,1413.530029,1400.900024,1408.829956,1408.829956,0
2012-08-09,1408.119995,1417.709961,1406.380005,1413.489990,1413.489990,0
2012-08-10,1409.239990,1419.599976,1406.930054,1419.569946,1419.569946,0
2012-08-13,1417.349976,1419.739990,1401.079956,1411.500000,1411.500000,0
2012-08-14,1417.239990,1417.650024,1395.359985,1399.609985,1399.609985,0
2012-08-15,1398.939941,1412.420044,1398.939941,1408.689941,1408.689941,0
2012-08-16,1414.500000,1437.150024,1414.150024,1434.369995,1434.369995,0
2012-08-17,1432.619995,1434.589966,1427.329956,1432.680054,1432.680054,0
2012-08-20,1428.930054,1429.500000,1415.510010,1422.979980,1422.979980,0
2012-08-21,1426.400024,1436.140015,1416.119995,1421.099976,1421.099976,0
2012-08-22,1415.770020,1423.650024,1408.540039,1419.140015,1419.140015,0
2012-08-23,1413.750000,1414.770020,1398.060059,1403.699951,1403.699951,0
2012-08-24,1392.229980,1406.989990,1390.369995,1403.770020,1403.770020,0
2012-08-27,1405.369995,1407.030029,1394.500000,1398.810059,1398.810059,0
2012-08-28,1396.599976,1406.589966,1392.500000,1398.729980,1398.729980,0
2012-08-29,1398.339966,1404.189941,1390.750000,1400.160034,1400.160034,0
2012-08-30,1392.170044,1392.319946,1375.930054,1377.719971,1377.719971,0
2012-08-31,1389.589966,1396.339966,1373.040039,1388.209961,1388.209961,0
2012-09-04,1385.229980,1390.859985,1369.920044,1383.900024,1383.900024,0
2012-09-05,1382.660034,1388.780029,1375.010010,1381.469971,1381.469971,0
2012-09-06,1391.729980,1424.709961,1391.290039,1424.209961,1424.209961,0
2012-09-07,1417.599976,1421.989990,1414.300049,1419.489990,1419.489990,0
2012-09-10,1415.400024,1417.839966,1400.819946,1401.650024,1401.650024,0
2012-09-11,1402.599976,1410.270020,1397.599976,1404.400024,1404.400024,0
2012-09-12,1408.160034,1414.180054,1401.859985,1406.589966,1406.589966,0
2012-09-13,1406.150024,1430.170044,1401.550049,1422.760010,1422.760010,0
2012-09-14,1427.189941,1445.719971,1426.449951,1438.229980,1438.229980,0
2012-09-17,1436.939941,1436.939941,1421.439941,1426.670044,1426.670044,0
2012-09-18,1424.449951,1429.040039,1421.430054,1424.030029,1424.030029,0
2012-09-19,1424.079956,1427.140015,1416.989990,1422.439941,1422.439941,0
2012-09-20,1415.890015,1417.719971,1407.479980,1416.189941,1416.189941,0
2012-09-21,1424.160034,1428.219971,1415.160034,1416.160034,1416.160034,0
2012-09-24,1404.250000,1406.790039,1398.709961,1403.260010,1403.260010,0
2012-09-25,1410.729980,1413.130005,1383.060059,1383.130005,1383.130005,0
2012-09-26,1381.359985,1382.189941,1360.430054,1373.329956,1373.329956,0
2012-09-27,1380.949951,1397.920044,1374.790039,1395.489990,1395.489990,0
2012-09-28,1396.390015,1402.439941,1390.829956,1391.579956,1391.579956,0
2012-10-01,1397.640015,1405.699951,1384.119995,1389.780029,1389.780029,0
2012-10-02,1396.459961,1400.689941,1387.890015,1397.260010,1397.260010,0
2012-10-03,1400.729980,1401.959961,1390.319946,1394.609985,1394.609985,0
2012-10-04,1395.550049,1403.760010,1385.520020,1401.170044,1401.170044,0
2012-10-05,1406.689941,1414.430054,1392.949951,1395.359985,1395.359985,0
2012-10-08,1387.140015,1396.770020,1381.719971,1385.869995,1385.869995,0
2012-10-09,1382.219971,1382.319946,1356.750000,1358.310059,1358.310059,0
2012-10-10,1356.630005,1357.989990,1341.869995,1343.930054,1343.930054,0
2012-10-11,1355.410034,1360.670044,1345.010010,1347.040039,1347.040039,0
2012-10-12,1343.239990,1351.099976,1338.709961,1343.229980,1343.229980,0
2012-10-15,1347.579956,1354.959961,1341.390015,1353.630005,1353.630005,0
2012-10-16,1357.060059,1378.000000,1355.859985,1375.839966,1375.839966,0
2012-10-17,1362.900024,1370.959961,1357.359985,1363.739990,1363.739990,0
2012-10-18,1362.050049,1365.939941,1350.310059,1353.760010,1353.760010,0
2012-10-19,1353.209961,1353.209961,1323.000000,1324.099976,1324.099976,0
2012-10-22,1326.219971,1332.550049,1318.250000,1328.420044,1328.420044,0
2012-10-23,1314.660034,1332.819946,1312.020020,1327.020020,1327.020020,0
2012-10-24,1335.000000,1335.050049,1313.180054,1314.209961,1314.209961,0
2012-10-25,1325.900024,1329.089966,1313.060059,1323.260010,1323.260010,0
2012-10-26,1317.150024,1328.829956,1310.170044,1319.079956,1319.079956,0
2012-10-31,1319.530029,1323.280029,1306.859985,1309.219971,1309.219971,0
2012-11-01,1315.719971,1350.290039,1314.619995,1349.380005,1349.380005,0
2012-11-02,1355.020020,1355.020020,1333.170044,1333.569946,1333.569946,0
2012-11-05,1331.619995,1350.469971,1328.790039,1347.729980,1347.729980,0
2012-11-06,1352.099976,1369.959961,1350.819946,1365.510010,1365.510010,0
2012-11-07,1350.719971,1353.020020,1324.660034,1327.569946,1327.569946,0
2012-11-08,1331.500000,1335.829956,1313.310059,1313.349976,1313.349976,0
2012-11-09,1312.930054,1330.599976,1310.300049,1315.030029,1315.030029,0
2012-11-12,1318.810059,1319.109985,1305.699951,1312.969971,1312.969971,0
2012-11-13,1304.020020,1314.140015,1299.209961,1299.599976,1299.599976,0
2012-11-14,1310.640015,1312.869995,1285.099976,1287.329956,1287.329956,0
2012-11-15,1292.319946,1297.540039,1283.130005,1288.819946,1288.819946,0
2012-11-16,1290.420044,1293.270020,1268.400024,1288.760010,1288.760010,0
2012-11-19,1301.410034,1311.290039,1297.099976,1310.739990,1310.739990,0
2012-11-20,1307.209961,1308.719971,1294.160034,1304.119995,1304.119995,0
2012-11-21,1304.209961,1314.760010,1303.530029,1312.510010,1312.510010,0
2012-11-23,1326.369995,1341.619995,1326.020020,1340.270020,1340.270020,0
2012-11-26,1338.680054,1346.699951,1335.089966,1346.500000,1346.500000,0
2012-11-27,1344.750000,1347.500000,1331.560059,1332.420044,1332.420044,0
2012-11-28,1322.849976,1348.839966,1316.260010,1348.479980,1348.479980,0
2012-11-29,1359.930054,1365.079956,1351.420044,1356.729980,1356.729980,0
2012-11-30,1354.569946,1355.790039,1347.640015,1352.640015,1352.640015,0
2012-12-03,1360.119995,1362.849976,1348.119995,1349.780029,1349.780029,0
2012-12-04,1352.119995,1358.839966,1345.959961,1356.540039,1356.540039,0
2012-12-05,1354.660034,1362.989990,1344.130005,1357.680054,1357.680054,0
2012-12-06,1360.410034,1374.170044,1359.579956,1373.630005,1373.630005,0
2012-12-07,1376.119995,1378.000000,1368.109985,1376.229980,1376.229980,0
2012-12-10,1373.300049,1388.550049,1373.300049,1386.349976,1386.349976,0
2012-12-11,1392.670044,1409.510010,1391.859985,1406.119995,1406.119995,0
2012-12-12,1409.400024,1411.869995,1398.359985,1401.150024,1401.150024,0
2012-12-13,1400.449951,1413.609985,1387.359985,1393.569946,1393.569946,0
2012-12-14,1391.939941,1398.439941,1386.010010,1390.729980,1390.729980,0
2012-12-17,1392.839966,1400.719971,1387.660034,1399.660034,1399.660034,0
2012-12-18,1403.420044,1425.469971,1402.349976,1424.369995,1424.369995,0
2012-12-19,1427.750000,1438.800049,1426.500000,1426.500000,1426.500000,0
2012-12-20,1428.060059,1429.910034,1416.619995,1429.369995,1429.369995,0
2012-12-21,1388.180054,1405.560059,1386.410034,1399.060059,1399.060059,0
2012-12-24,1396.359985,1396.510010,1389.079956,1394.209961,1394.209961,0
2012-12-26,1395.109985,1405.270020,1385.829956,1389.800049,1389.800049,0
2012-12-27,1390.859985,1390.859985,1367.290039,1384.640015,1384.640015,0
2012-12-28,1373.449951,1385.729980,1370.180054,1370.790039,1370.790039,0
2012-12-31,1368.640015,1397.930054,1366.969971,1394.750000,1394.750000,0
2013-01-02,1427.910034,1445.369995,1427.910034,1445.290039,1445.290039,0
2013-01-03,1440.930054,1447.949951,1430.050049,1434.829956,1434.829956,0
2013-01-04,1435.800049,1439.760010,1427.589966,1437.010010,1437.010010,0
2013-01-07,1430.150024,1438.689941,1427.380005,1437.270020,1437.270020,0
2013-01-08,1435.099976,1437.939941,1421.189941,1428.010010,1428.010010,0
2013-01-09,1434.280029,1441.180054,1433.540039,1439.000000,1439.000000,0
2013-01-10,1447.280029,1451.699951,1436.979980,1450.280029,1450.280029,0
2013-01-11,1450.489990,1456.670044,1449.569946,1455.910034,1455.910034,0
2013-01-14,1453.949951,1461.109985,1445.930054,1459.339966,1459.339966,0
2013-01-15,1452.359985,1460.189941,1447.680054,1459.079956,1459.079956,0
2013-01-16,1457.180054,1467.280029,1456.199951,1463.530029,1463.530029,0
2013-01-17,1469.339966,1480.819946,1469.319946,1478.680054,1478.680054,0
2013-01-18,1474.349976,1479.260010,1470.089966,1477.699951,1477.699951,0
2013-01-22,1475.770020,1481.040039,1469.290039,1481.030029,1481.030029,0
2013-01-23,1487.500000,1490.189941,1480.890015,1485.329956,1485.329956,0
2013-01-24,1480.329956,1498.390015,1479.599976,1486.250000,1486.250000,0
2013-01-25,1493.780029,1505.540039,1493.680054,1501.849976,1501.849976,0
2013-01-28,1505.369995,1512.800049,1504.020020,1505.430054,1505.430054,0
2013-01-29,1490.260010,1491.930054,1482.359985,1488.739990,1488.739990,0
2013-01-30,1489.670044,1496.729980,1484.969971,1488.150024,1488.150024,0
2013-01-31,1489.920044,1498.989990,1485.510010,1487.859985,1487.859985,0
2013-02-01,1499.180054,1510.800049,1494.979980,1507.369995,1507.369995,0
2013-02-04,1498.390015,1507.290039,1484.790039,1484.959961,1484.959961,0
2013-02-05,1488.780029,1503.380005,1484.410034,1498.310059,1498.310059,0
2013-02-06,1492.510010,1505.130005,1491.729980,1502.829956,1502.829956,0
2013-02-07,1494.680054,1495.189941,1479.410034,1491.300049,1491.300049,0
2013-02-08,1493.589966,1506.089966,1493.589966,1501.560059,1501.560059,0
2013-02-11,1500.939941,1501.550049,1493.640015,1498.479980,1498.479980,0
2013-02-12,1495.709961,1501.719971,1494.619995,1497.290039,1497.290039,0
2013-02-13,1499.760010,1506.089966,1491.979980,1499.979980,1499.979980,0
2013-02-14,1494.459961,1510.290039,1493.380005,1508.790039,1508.790039,0
2013-02-15,1508.229980,1514.250000,1500.540039,1506.310059,1506.310059,0
2013-02-19,1506.930054,1517.319946,1506.160034,1517.319946,1517.319946,0
2013-02-20,1514.829956,1516.819946,1487.040039,1487.229980,1487.229980,0
2013-02-21,1482.430054,1482.459961,1458.449951,1465.339966,1465.339966,0
2013-02-22,1475.229980,1482.579956,1469.010010,1482.569946,1482.569946,0
2013-02-25,1491.800049,1494.030029,1457.739990,1457.739990,1457.739990,0
2013-02-26,1463.449951,1472.739990,1456.790039,1467.760010,1467.760010,0
2013-02-27,1466.260010,1490.109985,1463.780029,1482.849976,1482.849976,0
2013-02-28,1481.150024,1492.579956,1480.489990,1483.010010,1483.010010,0
2013-03-01,1475.329956,1490.040039,1465.939941,1488.229980,1488.229980,0
2013-03-04,1485.979980,1494.030029,1481.020020,1493.489990,1493.489990,0
2013-03-05,1503.989990,1517.599976,1503.969971,1516.520020,1516.520020,0
2013-03-06,1522.819946,1523.430054,1515.839966,1518.660034,1518.660034,0
2013-03-07,1521.939941,1526.819946,1515.530029,1520.520020,1520.520020,0
2013-03-08,1526.969971,1530.359985,1516.280029,1522.979980,1522.979980,0
2013-03-11,1518.459961,1526.199951,1516.199951,1525.939941,1525.939941,0
2013-03-12,1520.869995,1527.099976,1514.609985,1525.000000,1525.000000,0
2013-03-13,1525.219971,1528.729980,1517.290039,1526.770020,1526.770020,0
2013-03-14,1533.380005,1538.569946,1530.550049,1533.239990,1533.239990,0
2013-03-15,1533.319946,1533.369995,1512.569946,1515.930054,1515.930054,0
2013-03-18,1498.030029,1513.000000,1491.640015,1503.099976,1503.099976,0
2013-03-19,1506.890015,1510.739990,1484.170044,1496.290039,1496.290039,0
2013-03-20,1510.130005,1516.060059,1504.660034,1513.290039,1513.290039,0
2013-03-21,1499.119995,1505.410034,1492.150024,1497.430054,1497.430054,0
2013-03-22,1504.670044,1510.910034,1500.510010,1507.050049,1507.050049,0
2013-03-25,1511.719971,1512.329956,1493.150024,1499.319946,1499.319946,0
2013-03-26,1507.599976,1514.969971,1504.729980,1511.400024,1511.400024,0
2013-03-27,1501.099976,1517.640015,1498.650024,1515.209961,1515.209961,0
2013-03-28,1513.479980,1525.459961,1510.380005,1524.439941,1524.439941,0
2013-04-01,1522.859985,1523.130005,1502.619995,1506.739990,1506.739990,0
2013-04-02,1515.680054,1519.339966,1505.680054,1510.489990,1510.489990,0
2013-04-03,1512.020020,1515.339966,1488.030029,1492.109985,1492.109985,0
2013-04-04,1491.500000,1497.160034,1486.780029,1496.329956,1496.329956,0
2013-04-05,1463.180054,1482.680054,1457.209961,1481.189941,1481.189941,0
2013-04-08,1480.849976,1486.310059,1470.630005,1486.310059,1486.310059,0
2013-04-09,1488.670044,1504.890015,1482.599976,1498.089966,1498.089966,0
2013-04-10,1503.729980,1534.579956,1503.660034,1531.099976,1531.099976,0
2013-04-11,1523.410034,1531.239990,1519.829956,1528.430054,1528.430054,0
2013-04-12,1524.000000,1525.099976,1509.430054,1522.390015,1522.390015,0
2013-04-15,1513.849976,1520.979980,1486.619995,1488.589966,1488.589966,0
2013-04-16,1498.530029,1512.719971,1496.719971,1511.670044,1511.670044,0
2013-04-17,1494.910034,1494.910034,1468.290039,1476.020020,1476.020020,0
2013-04-18,1484.020020,1485.000000,1450.670044,1454.969971,1454.969971,0
2013-04-19,1449.329956,1463.699951,1442.010010,1457.660034,1457.660034,0
2013-04-22,1462.579956,1473.989990,1450.430054,1468.739990,1468.739990,0
2013-04-23,1478.319946,1496.479980,1476.770020,1493.030029,1493.030029,0
2013-04-24,1496.630005,1508.910034,1495.390015,1504.180054,1504.180054,0
2013-04-25,1509.150024,1525.869995,1508.439941,1515.910034,1515.910034,0
2013-04-26,1503.930054,1508.719971,1500.760010,1504.339966,1504.339966,0
2013-04-29,1508.760010,1521.680054,1507.489990,1518.569946,1518.569946,0
2013-04-30,1509.729980,1524.589966,1504.920044,1524.589966,1524.589966,0
2013-05-01,1523.130005,1524.849976,1508.829956,1510.869995,1510.869995,0
2013-05-02,1510.699951,1531.479980,1510.020020,1529.949951,1529.949951,0
2013-05-03,1543.500000,1551.810059,1541.229980,1545.589966,1545.589966,0
2013-05-06,1547.439941,1556.530029,1547.099976,1553.780029,1553.780029,0
2013-05-07,1556.520020,1560.250000,1547.599976,1553.750000,1553.750000,0
2013-05-08,1549.359985,1565.510010,1548.680054,1564.349976,1564.349976,0
2013-05-09,1559.839966,1566.729980,1556.020020,1560.319946,1560.319946,0
2013-05-10,1565.910034,1572.349976,1563.099976,1572.349976,1572.349976,0
2013-05-13,1565.810059,1567.060059,1557.119995,1559.130005,1559.130005,0
2013-05-14,1562.369995,1570.300049,1559.619995,1567.900024,1567.900024,0
2013-05-15,1564.540039,1580.920044,1563.979980,1579.390015,1579.390015,0
2013-05-16,1585.030029,1594.890015,1580.420044,1581.349976,1581.349976,0
2013-05-17,1586.510010,1594.500000,1579.199951,1594.489990,1594.489990,0
2013-05-20,1589.439941,1594.119995,1583.790039,1587.699951,1587.699951,0
2013-05-21,1588.670044,1591.689941,1582.819946,1588.989990,1588.989990,0
2013-05-22,1590.390015,1599.229980,1559.800049,1566.880005,1566.880005,0
2013-05-23,1551.189941,1568.069946,1548.630005,1563.099976,1563.099976,0
2013-05-24,1553.170044,1561.790039,1545.000000,1560.839966,1560.839966,0
2013-05-28,1576.709961,1582.810059,1567.400024,1571.609985,1571.609985,0
2013-05-29,1562.959961,1575.609985,1558.089966,1569.790039,1569.790039,0
2013-05-30,1573.959961,1596.489990,1572.670044,1590.400024,1590.400024,0
2013-05-31,1581.500000,1593.609985,1575.109985,1575.160034,1575.160034,0
2013-06-03,1577.619995,1581.560059,1560.599976,1576.359985,1576.359985,0
2013-06-04,1581.989990,1589.930054,1569.060059,1573.270020,1573.270020,0
2013-06-05,1568.989990,1573.189941,1553.680054,1556.709961,1556.709961,0
